timestamp,symbol,strategy,start_date,end_date,total_return,sharpe_ratio,win_rate,max_drawdown,total_trades
2025-10-09T02:53:33.047504,RELIANCE,ensemble_ml,2024-01-01,2024-12-31,397.47,0.5,50.0,15.0,1
2025-10-09T02:53:52.498068,RELIANCE,ensemble_ml,2024-01-01,2024-12-31,801.37,0.5,50.0,15.0,1
2025-10-09T03:26:27.174061,RELIANCE,ml_mean_reversion,2024-01-01,2024-12-31,266.3,0.5,50.0,15.0,1
2025-10-09T03:27:34.712207,RELIANCE,ml_mean_reversion,2024-01-01,2024-12-31,410.48,0.5,50.0,15.0,1
